"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L";"Category";"Restricted-Category";"Summary";"Language"
"1857027795";"Diving Bell and the Butterfly";"Jean Dominiqu Bauby";"0";"Fourth Estate Ltd";"http://images.amazon.com/images/P/1857027795.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1857027795.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1857027795.01.LZZZZZZZ.jpg";"";"";"";""
"0440216745";"Whispers";"BELVA PLAIN";"1994";"Dell";"http://images.amazon.com/images/P/0440216745.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440216745.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Presenting the picture of perfection on the outside, Lynn Ferguson,
wife of the wealthy and successful Robert, hides her dark secret of
domestic violence as she struggles to admit the truth about her
husband";"en"
"3453151720";"Der Poet.";"Michael Connelly";"1999";"Heyne";"http://images.amazon.com/images/P/3453151720.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453151720.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453151720.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"344242979X";"Dunkles Leuchten.";"David L. Lindsey";"1996";"Goldmann";"http://images.amazon.com/images/P/344242979X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/344242979X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/344242979X.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"3423241012";"Ich, meine Freundin und all diese MÃ?ÂĪnner.";"Binnie Kirshenbaum";"1997";"Dtv";"http://images.amazon.com/images/P/3423241012.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3423241012.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3423241012.01.LZZZZZZZ.jpg";"";"";"";""
"3423202343";"Was MÃ?ÂĪnner sagen.";"Joan Smith";"1999";"Dtv";"http://images.amazon.com/images/P/3423202343.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3423202343.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3423202343.01.LZZZZZZZ.jpg";"";"";"";""
"0312966970";"Four To Score (A Stephanie Plum Novel)";"Janet Evanovich";"1999";"St. Martin's Paperbacks";"http://images.amazon.com/images/P/0312966970.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"While working for her bail bondsman cousin, Vinnie, Trenton, New
Jersey, bounty hunter Stephanie Plum finds herself hot on the trail of
a revenge-seeking waitress who seems to be leaving a wide swath of
murder and mayhem wherever she goes.";"en"
"0671730177";"The Ultimate Maze Book";"David Anson Russo";"1991";"Simon & Schuster";"http://images.amazon.com/images/P/0671730177.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671730177.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671730177.01.LZZZZZZZ.jpg";"['Games & Activities']";"['Games & Activities']";"Mazemaster David Anson Russo has created the ultimate combination of
art, entertainment, and spiritual exploration in this exciting new
collection of spectacular mazes.";"en"
"0671568485";"The STAR TREK THE RETURN";"William Shatner";"1996";"Audioworks";"http://images.amazon.com/images/P/0671568485.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671568485.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671568485.01.LZZZZZZZ.jpg";"";"";"";""
"0345352238";"Fat Tuesday (Thomas Black Mysteries)";"Earl W. Emerson";"1996";"Fawcett Books";"http://images.amazon.com/images/P/0345352238.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345352238.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345352238.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"During the excitement of Fat Tuesday, Seattle&#39;s carnival
celebration, Thomas Black investigates the brutal murder of an
computer software company executive, an investigation that culminates
in a breathtaking chase up the famous Space Needle ...";"en"
"0345334310";"The Ship Who Sang";"Anne McCaffrey";"1993";"Del Rey Books";"http://images.amazon.com/images/P/0345334310.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345334310.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345334310.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Follows Helva through her adventures in space after having been born
human, but only her brain was saved and implanted into the titanium
body of an intergalactic space ship.";"en"
"0671876937";"Master of Many Treasures";"Mary Brown";"1995";"Baen";"http://images.amazon.com/images/P/0671876937.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671876937.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671876937.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"0671876015";"Pigs Don't Fly";"Mary Brown";"1994";"Baen";"http://images.amazon.com/images/P/0671876015.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671876015.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671876015.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Pigs Don&#39;t Fly: But Dragons Do";"en"
"0812533666";"Isle of Woman (Geodyssey)";"Piers Anthony";"1994";"Tor Fantasy";"http://images.amazon.com/images/P/0812533666.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812533666.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812533666.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"The history of humankind is recreated through the experiences of
members of one family as they are reincarnated throughout the
planet&#39;s evolutionary history, from the dawn of time to an era in
which humans inhabit multiple worlds. Reissue.";"en"
"0893757837";"Tale of Two Cities (Watermill Classics)";"Charles Dickens";"1987";"Troll Communications";"http://images.amazon.com/images/P/0893757837.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0893757837.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0893757837.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"During the French Revolution, a young Englishman gives up his life in
order to save the husband of the woman he loves.";"en"
"1575663104";"The Wall";"Mary Rinehart";"1998";"Kensington Publishing Corporation";"http://images.amazon.com/images/P/1575663104.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1575663104.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1575663104.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Almost everyone in the exclusive town had a motive for wanting
Juliette dead. Now, it&#39;s up to skeptical Sheriff Russell Shand to
pierce the wall of aristocratic silence, and find the ruthless killer.";"en"
"0679766758";"Push";"Sapphire";"1997";"Vintage Books USA";"http://images.amazon.com/images/P/0679766758.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679766758.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679766758.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"0874869226";"She Said Yes: The Unlikely Martyrdom of Cassie Bernall";"Misty Bernall";"2001";"Plough Publishing House";"http://images.amazon.com/images/P/0874869226.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0874869226.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0874869226.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"Confronting 17-year-old Cassie Bernall, they put a gun to her head and
asked: Do you believe in God? She said Yes. The killer laughed and
pulled the trigger.";"en"
"0967224918";"B-More Careful";"Shannon Holmes";"2001";"Teri Woods Publishing";"http://images.amazon.com/images/P/0967224918.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0967224918.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0967224918.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Fatherless and with an addict mother, Netta, the leader of the Pussy
Pound, relies on her body and her wiles to survive the harsh streets
of Baltimore, but finds there is more to life after her heartbroken
lover Black swears revenge on her.";"en"
"3492215416";"Champagner und Kamillentee.";"Franziska Stalmann";"1992";"Piper";"http://images.amazon.com/images/P/3492215416.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3492215416.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3492215416.01.LZZZZZZZ.jpg";"";"['Miscellaneous 2']";"";""
"3499431009";"Finstere GrÃ?Âžnde.";"Colin Dexter";"1993";"Rowohlt Tb.";"http://images.amazon.com/images/P/3499431009.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3499431009.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3499431009.01.LZZZZZZZ.jpg";"";"";"";""
"3442440246";"Potsdamer Ableben.";"Pieke Biermann";"1998";"Goldmann";"http://images.amazon.com/images/P/3442440246.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3442440246.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3442440246.01.LZZZZZZZ.jpg";"";"['Miscellaneous 9']";"";""
"3746618959";"Sommer Ende Zwanzig.";"Claudio Paglieri";"2003";"Aufbau Tb";"http://images.amazon.com/images/P/3746618959.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3746618959.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3746618959.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"3257228449";"Der kugelrunde Roberto.";"Susanna Tamaro";"1995";"Diogenes Verlag";"http://images.amazon.com/images/P/3257228449.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3257228449.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3257228449.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"3570204758";"WindmÃ?ÂĪhne. ( Ab 10 J.).";"Sigrid Heuck";"1999";"Bertelsmann, MÃ?Âžnchen";"http://images.amazon.com/images/P/3570204758.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3570204758.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3570204758.01.LZZZZZZZ.jpg";"";"";"";""
"3548680291";"Yeats ist tot! 15 Autoren schreiben einen sehr irischen Roman.";"Marian Keyes";"2001";"Ullstein TB-Vlg";"http://images.amazon.com/images/P/3548680291.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3548680291.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3548680291.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"3442450144";"Ehrensache.";"Ian Rankin";"2002";"Goldmann";"http://images.amazon.com/images/P/3442450144.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3442450144.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3442450144.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"3442727758";"Das letzte Konzert.";"Bruce Alexander";"2001";"Btb Bei Goldmann";"http://images.amazon.com/images/P/3442727758.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3442727758.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3442727758.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"3426620685";"SÃ?Âžden und der StraÃ?Â?enbahntrinker.";"Friedrich Ani";"2002";"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.";"http://images.amazon.com/images/P/3426620685.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3426620685.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3426620685.01.LZZZZZZZ.jpg";"";"";"";""
"3596505429";"Alberta empfÃ?ÂĪngt einen Liebhaber. JubilÃ?ÂĪums- Edition.";"Birgit Vanderbeke";"2002";"Fischer (Tb.), Frankfurt";"http://images.amazon.com/images/P/3596505429.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3596505429.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3596505429.01.LZZZZZZZ.jpg";"";"";"";""
"0307100227";"Precious Moments: What a Wonderful World (Golden Super Shape Book)";"Golden Books";"1992";"Golden Books";"http://images.amazon.com/images/P/0307100227.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0307100227.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0307100227.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Precious moments pictures and poems about how God gave us this world.";"en"
"0886251788";"You'Ve Lost Your Marbles, Lickety Spilt";"H Williams";"1988";"Durkin Hayes Publishing Ltd.";"http://images.amazon.com/images/P/0886251788.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0886251788.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0886251788.01.LZZZZZZZ.jpg";"['Dinosaurs']";"['Dinosaurs']";"Seven young monsters play marbles one day but when Lickety, the
dinosaur, misses his shot, the others laugh, and Lickety thinks they
don&#39;t like him.";"en"
"1590383141";"The Forgotten Treasure (Book of Mormon Sleuth, Vol. 4)";"C. B. Andersen";"2004";"Deseret Book Company";"http://images.amazon.com/images/P/1590383141.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1590383141.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1590383141.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
"0061066591";"Two of a Kind #19: Surprise, Surprise! (Two of a Kind, 19)";"Mary-Kate & Ashley Olsen";"2001";"HarperEntertainment";"http://images.amazon.com/images/P/0061066591.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061066591.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061066591.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"The Heat Is On The good news is -- Mary-Kate made the White Oak winter
sports team! The bad news is -- she has no money to buy her own
snowboard. She asks Ashley to help her, but Ashley has problems of her
own.";"en"
"0671522728";"Lucky, Lucky Day (Full House Michelle)";"R.L. Stine";"1995";"Simon Spotlight";"http://images.amazon.com/images/P/0671522728.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671522728.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671522728.01.LZZZZZZZ.jpg";"";"['Miscellaneous 2']";"";""
"0816735786";"Meg and the Secret Scrapbook (Always Friends Club, No 1)";"Susan Meyers";"1995";"Troll Communications";"http://images.amazon.com/images/P/0816735786.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0816735786.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0816735786.01.LZZZZZZZ.jpg";"['Detective and mystery stories']";"['Detective and mystery stories']";"Ten-year-old Meg finds new friends and a mystery after moving from Los
Angeles to her mother&#39;s hometown of Redwood Grove.";"en"
"0689835752";"Sheltie Saves The Day (Sheltie)";"Peter Clover";"2000";"Aladdin";"http://images.amazon.com/images/P/0689835752.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0689835752.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0689835752.01.LZZZZZZZ.jpg";"['Buried treasure']";"['Miscellaneous 3']";"With the help of her clever Shetland pony, Emma tries to find a way to
keep her neighbor from selling her beloved Horseshoe Pond to some
unscrupulous buyers who want to turn it into a campground.";"en"
"0152017976";"Elidor";"Alan Garner";"1999";"Magic Carpet Books";"http://images.amazon.com/images/P/0152017976.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0152017976.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0152017976.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"While exploring a church that is being razed in a Manchester slum,
four English children are drawn into another world where they are
compelled to combat the evil power which grips most of the land.";"en"
"0152017984";"The Owl Service";"Alan Garner";"1999";"Magic Carpet Books";"http://images.amazon.com/images/P/0152017984.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0152017984.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0152017984.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"3596271088";"Hexenjagd. Ein Drama in 2 Akten.";"Arthur Miller";"1984";"Fischer (Tb.), Frankfurt";"http://images.amazon.com/images/P/3596271088.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3596271088.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3596271088.01.LZZZZZZZ.jpg";"";"['Miscellaneous 9']";"Junge MÃĪdchen tanzen nachts im Wald, wÃĪhrend eine Negerin alte
BeschwÃķrungsformeln Ãžber das Feuer murmelt; BeschwÃķrungen, die
Abigail, einem der MÃĪdchen, zu ihrem LiebesglÃžck verhelfen sollen.";"de"
"3596270952";"Tod eines Handlungsreisenden.";"Arthur Miller";"1986";"Fischer (Tb.), Frankfurt";"http://images.amazon.com/images/P/3596270952.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3596270952.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3596270952.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"8477204055";"El caballero de la armadura oxidada";"Robert Fisher";"2000";"Obelisco";"http://images.amazon.com/images/P/8477204055.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8477204055.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8477204055.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Una deliciosa fantasia adulta que simboliza nuestra ascension por la
montana de la vida, un viaje plagado de esperanzas y desesperanzas, de
ilusiones y desilusiones. Es todo un best-seller internacional.";"es"
"0394577736";"A Thousand Acres";"Jane Smiley";"1991";"Alfred A. Knopf";"http://images.amazon.com/images/P/0394577736.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394577736.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394577736.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Dark truths and long-suppressed emotions come to the surface in 1979
when a successful Iowa farmer decides to cut one of his daughters out
of his will.";"en"
"0151104506";"Bailey's Cafe";"Gloria Naylor";"1992";"Harcourt";"http://images.amazon.com/images/P/0151104506.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0151104506.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0151104506.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A motley group of misfits takes on a magical aura at Bailey&#39;s
Cafe+a7 as each character describes his or her motivations, desires,
obsessions, and idiosyncracies.";"en"
"0425175006";"The Body on the Beach: A Fethering Mystery (Fethering Mysteries (Hardcover))";"Simon Brett";"2000";"Prime Crime";"http://images.amazon.com/images/P/0425175006.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425175006.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425175006.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Retiree Carole Seddon&#39;s peaceful life in the English seaside town
of Fethering is turned upside down when she stumbles upon a corpse on
the beach while walking her dog and joins forces with her bohemian
neighbor, Jude, to find a killer.";"en"
"0345426274";"The Analyst";"John Katzenbach";"2003";"Ballantine Books";"http://images.amazon.com/images/P/0345426274.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345426274.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345426274.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"0425186857";"From This Moment on";"Lynn Kurland";"2002";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425186857.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425186857.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425186857.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"0671003518";"The BRIDE - PROMOTIONAL";"Julie Garwood";"1996";"Pocket";"http://images.amazon.com/images/P/0671003518.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671003518.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671003518.01.LZZZZZZZ.jpg";"";"['Miscellaneous 2']";"";""
"051512317X";"Rising Tides";"Nora Roberts";"2001";"Jove Books";"http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"0515114693";"Born in Fire";"Nora Roberts";"1994";"Jove Books";"http://images.amazon.com/images/P/0515114693.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0515114693.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0515114693.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"0060507403";"The Cheese Monkeys : A Novel in Two Semesters";"Chip Kidd";"2002";"Perennial";"http://images.amazon.com/images/P/0060507403.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060507403.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060507403.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"The Cheese Monkeys is a college novel that takes place over a tightly
written two semesters. The book is set in the late 1950s at State U,
where the young narrator, has decided to major in art, much to his
parentsâ dismay.";"en"
"0679767398";"South of the Border, West of the Sun";"Haruki Murakami";"2000";"Vintage Books USA";"http://images.amazon.com/images/P/0679767398.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679767398.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679767398.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Rich, mysterious, quietly dazzling, South of the Border, West of the
Sun is Haruki Murakami&#39;s wisest and most compelling work.";"en"
"0553212761";"Mansfield Park (Bantam Classic)";"Jane Austen";"1983";"Bantam Books";"http://images.amazon.com/images/P/0553212761.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553212761.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553212761.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"0425174468";"Bagombo Snuff Box: Uncollected Short Fiction";"Kurt Vonnegut";"2000";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425174468.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425174468.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425174468.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"These rare, rediscovered tales give us a glimpse into a more innocent
America -- and into the developing genius of one of the greatest
writers of our time.";"en"
"044012929X";"God Bless You, Mr. Rosewater or Pearls Before Swine";"Kurt Vonnegut";"1991";"Dell Publishing Company";"http://images.amazon.com/images/P/044012929X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044012929X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044012929X.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Eliot Rosewater, drunk, volunteer fireman, and President of the
fabulously rich Rosewater Foundation, is about to attempt a noble
experiment with human nature ... with a little help from writer
Kilgore Trout.";"en"
"0345367421";"The Water-Method Man";"John Irving";"1990";"Ballantine Books";"http://images.amazon.com/images/P/0345367421.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345367421.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345367421.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"0060004533";"The Neal Pollack Anthology of American Literature: The Collected Writings of Neal Pollack";"Neal Pollack";"2002";"Perennial";"http://images.amazon.com/images/P/0060004533.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060004533.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060004533.01.LZZZZZZZ.jpg";"['Humor']";"['Humor']";"This astonishing work of fictitious nonfiction, the funniest and most
creatively styled postmodernist confection of its time, has been
universally praised as the best book ever written except for maybe Don
Quixote and The Shipping News.";"en"
"0380002930";"Watership Down";"Richard Adams";"1976";"Avon";"http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"One of the most beloved novels of our time, Richard Adams&#39;s
Watership Down takes us to a world we have never truly seen: to the
remarkable life that teems in the fields, forests and riverbanks far
beyond our cities and towns.";"en"
"080215185X";"Teach Us to Outgrow Our Madness";"Kenzaburo Oe";"1977";"Grove Press";"http://images.amazon.com/images/P/080215185X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/080215185X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/080215185X.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"KenzaburÅ Åe was ten when American soldiers entered his mountain
village during World War II, and his writing &quot;reveals the tension
and ambiguity forged by the collapse of the values of his childhood on
the one hand and the confrontation ...";"en"
"888183152X";"Uno, Nessuno E Centomila (Fiction, Poetry and Drama)";"Pirandello";"0";"Feltrinelli";"http://images.amazon.com/images/P/888183152X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/888183152X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/888183152X.01.LZZZZZZZ.jpg";"";"";"";""
"8806155873";"Un Giorno Dopo L'altro";"Carlo Lucarelli";"2000";"Einaudi";"http://images.amazon.com/images/P/8806155873.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8806155873.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8806155873.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Kriminalroman.";"it"
"0718143043";"The Safe House";"Nicci French";"1998";"Michael Joseph";"http://images.amazon.com/images/P/0718143043.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0718143043.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0718143043.01.LZZZZZZZ.jpg";"['Attempted murder']";"['Miscellaneous 2']";"When Dr Sam Laschen, expert in post-traumatic stress, agrees to
provide a haven for the survivor of an horrific assault, she
doesn&#39;t realize that she is placing herself and her child at risk.";"en"
"0670858722";"The Flaming Corsage";"William J. Kennedy";"1996";"Viking Books";"http://images.amazon.com/images/P/0670858722.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670858722.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670858722.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"0486280489";"The Scarlet Letter (Dover Thrift Editions)";"Nathaniel Hawthorne";"1994";"Dover Publications";"http://images.amazon.com/images/P/0486280489.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486280489.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486280489.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Hester Prynne is ostracized from her seventeenth-century Puritan
community for refusing to name the father of her child, the product of
an adulterous relationship.";"en"
"3821829494";"Ensel und Krete. Ein MÃ?ÂĪrchen aus Zamonien von Hildegunst von Mythenmetz.";"Walter Moers";"2000";"Eichborn";"http://images.amazon.com/images/P/3821829494.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3821829494.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3821829494.01.LZZZZZZZ.jpg";"";"";"";""
"0312876912";"Humans (Neanderthal Parallax)";"Robert J. Sawyer";"2003";"Tor Books";"http://images.amazon.com/images/P/0312876912.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312876912.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312876912.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Neanderthal physicist Ponder Boddit resumes his relationship with
geneticist Mary Vaughn as cultural and scientific exchanges begin
between the two parallel Earths--our own, and one in which
Neanderthals became the dominant species.";"en"
